"id","judul","penulis","gambar","isi","link","created_at","updated_at"
"122","Hepatitis D: Understanding Co-infection","Dr. Paul Lewis",NULL,"Hepatitis D only occurs in people who are already infected with hepatitis B virus. Learn about this unique co-infection, its symptoms, progression, and available treatment options.","https://health.example.com/articles/hepatitis-d-coinfection-guide","2025-06-13 14:30:44","2025-06-13 14:30:44"
"123","Hepatitis E: Travel-Related Liver Infection","Dr. Nancy Turner",NULL,"Hepatitis E is typically transmitted through contaminated water and is more common in developing countries. Learn about symptoms, transmission routes, prevention strategies for travelers, and treatment approaches.","https://health.example.com/articles/hepatitis-e-travel-prevention","2025-06-13 15:15:32","2025-06-13 15:15:32"
"124","Hypertension: The Silent Killer","Dr. Christopher Moore",NULL,"High blood pressure often has no symptoms but can lead to serious health complications. This comprehensive guide covers blood pressure categories, lifestyle modifications, medication options, and monitoring techniques.","https://health.example.com/articles/hypertension-silent-killer-guide","2025-06-13 16:00:55","2025-06-13 16:00:55"
"125","Hyperthyroidism: Managing Overactive Thyroid","Dr. Michelle Adams",NULL,"Hyperthyroidism occurs when the thyroid gland produces too much thyroid hormone. Learn about symptoms, causes, diagnostic tests, and treatment options including medication, radioactive iodine, and surgery.","https://health.example.com/articles/hyperthyroidism-management","2025-06-13 16:45:18","2025-06-13 16:45:18"
"126","Hypoglycemia: Understanding Low Blood Sugar","Dr. Steven Jackson",NULL,"Hypoglycemia occurs when blood glucose levels drop below normal. Learn about symptoms, causes, immediate treatment with the 15-15 rule, and prevention strategies for people with and without diabetes.","https://health.example.com/articles/hypoglycemia-blood-sugar-guide","2025-06-13 17:30:41","2025-06-13 17:30:41"
"127","Hypothyroidism: Living with Underactive Thyroid","Dr. Karen Thompson",NULL,"Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone. Discover symptoms, causes, thyroid hormone replacement therapy, and lifestyle adjustments for optimal management.","https://health.example.com/articles/hypothyroidism-living-guide","2025-06-13 18:15:27","2025-06-13 18:15:27"
"128","Impetigo: Treating Bacterial Skin Infections","Dr. Daniel Rodriguez",NULL,"Impetigo is a common bacterial skin infection that primarily affects children. Learn about symptoms, causes, treatment with topical and oral antibiotics, and prevention strategies to avoid spreading.","https://health.example.com/articles/impetigo-bacterial-skin-infection","2025-06-13 19:00:53","2025-06-13 19:00:53"
"129","Jaundice: Understanding Yellow Skin and Eyes","Dr. Angela Martinez",NULL,"Jaundice is a yellowing of the skin and eyes caused by elevated bilirubin levels. Learn about causes, types of jaundice, diagnostic procedures, and treatment approaches based on underlying conditions.","https://health.example.com/articles/jaundice-understanding-guide","2025-06-13 19:45:36","2025-06-13 19:45:36"
"130","Malaria: Prevention and Treatment in Endemic Areas","Dr. Roberto Silva",NULL,"Malaria is a life-threatening disease transmitted by infected mosquitoes. This guide covers symptoms, prevention methods for travelers, antimalarial medications, and treatment protocols for different types of malaria.","https://health.example.com/articles/malaria-prevention-treatment","2025-06-13 20:30:12","2025-06-13 20:30:12"
"131","Migraine: Understanding and Managing Severe Headaches","Dr. Laura Wilson",NULL,"Migraines are recurring headaches that can cause severe pain and other symptoms. Learn about triggers, preventive measures, acute treatment options, and lifestyle modifications to reduce migraine frequency and severity.","https://health.example.com/articles/migraine-management-guide","2025-06-13 21:15:48","2025-06-13 21:15:48"
"132","Osteoarthritis: Joint Health and Mobility","Dr. Gregory Kim",NULL,"Osteoarthritis is the most common form of arthritis, affecting joint cartilage and underlying bone. Discover symptoms, risk factors, non-pharmacological treatments, medications, and surgical options for joint preservation.","https://health.example.com/articles/osteoarthritis-joint-health","2025-06-12 08:00:25","2025-06-12 08:00:25"
"133","Stroke (Brain Hemorrhage): Emergency Recognition and Recovery","Dr. Christina Lee",NULL,"Stroke is a medical emergency that occurs when blood flow to the brain is interrupted. Learn the F.A.S.T. recognition method, emergency response, treatment options, and rehabilitation strategies for recovery.","https://health.example.com/articles/stroke-emergency-recovery","2025-06-12 09:20:17","2025-06-12 09:20:17"
"134","Peptic Ulcer Disease: Healing Stomach and Duodenal Ulcers","Dr. Jason Brown",NULL,"Peptic ulcers are open sores that develop on the inner lining of the stomach and duodenum. Learn about causes including H. pylori infection, symptoms, treatment with antibiotics and acid suppressants, and dietary considerations.","https://health.example.com/articles/peptic-ulcer-disease-healing","2025-06-12 10:35:44","2025-06-12 10:35:44"
"135","Pneumonia: Lung Infection Treatment and Prevention","Dr. Stephanie Davis",NULL,"Pneumonia is an infection that inflames air sacs in one or both lungs. This comprehensive guide covers types of pneumonia, symptoms, diagnostic tests, antibiotic treatment, and vaccination strategies for prevention.","https://health.example.com/articles/pneumonia-treatment-prevention","2025-06-12 11:50:32","2025-06-12 11:50:32"
"136","Psoriasis: Managing Chronic Skin Condition","Dr. Matthew Garcia",NULL,"Psoriasis is a chronic autoimmune condition that causes rapid skin cell buildup. Learn about different types, triggers, topical treatments, systemic therapies, and lifestyle modifications to manage symptoms effectively.","https://health.example.com/articles/psoriasis-chronic-management","2025-06-12 12:25:58","2025-06-12 12:25:58"
"137","Tuberculosis: Diagnosis and Treatment of TB","Dr. Victoria Miller",NULL,"Tuberculosis is a bacterial infection that primarily affects the lungs. Learn about symptoms, transmission, diagnostic tests including chest X-rays and sputum tests, and the importance of completing antibiotic treatment courses.","https://health.example.com/articles/tuberculosis-diagnosis-treatment","2025-06-12 13:40:21","2025-06-12 13:40:21"
"138","Typhoid Fever: Prevention and Treatment","Dr. Jonathan Clark",NULL,"Typhoid fever is a bacterial infection spread through contaminated food and water. Discover symptoms, prevention strategies for travelers, vaccination options, and antibiotic treatment for this potentially serious condition.","https://health.example.com/articles/typhoid-fever-prevention","2025-06-12 14:55:15","2025-06-12 14:55:15"
"139","Urinary Tract Infections: Diagnosis and Treatment","Dr. Rebecca White",NULL,"Urinary tract infections (UTIs) are common bacterial infections affecting the urinary system. Learn about symptoms, risk factors, diagnostic procedures, antibiotic treatments, and prevention strategies to reduce recurrence.","https://health.example.com/articles/uti-diagnosis-treatment","2025-06-12 15:30:47","2025-06-12 15:30:47"
"140","Varicose Veins: Treatment and Prevention Options","Dr. Timothy Lewis",NULL,"Varicose veins are enlarged, twisted veins that commonly appear in the legs. Learn about causes, symptoms, conservative treatments, minimally invasive procedures, and lifestyle modifications to improve vein health.","https://health.example.com/articles/varicose-veins-treatment-options","2025-06-12 16:15:33","2025-06-12 16:15:33"
"141","Hepatitis A: Prevention Through Vaccination","Dr. Nicole Turner",NULL,"Hepatitis A is a viral liver infection spread through contaminated food and water. This guide covers symptoms, transmission routes, vaccination recommendations for travelers, and treatment approaches for acute infection.","https://health.example.com/articles/hepatitis-a-vaccination-prevention","2025-06-12 17:00:29","2025-06-12 17:00:29"
